Sample	0	0.5	1	10
R1	24158	15288	13094	5076
R10	23340	13359	11321	4532
R11	23592	14583	12528	5223
R12	23221	13568	11645	4855
R2	23663	14282	12135	4643
R3	24212	15380	13096	5018
R4	23678	14211	12097	4665
R5	23612	14946	12799	5179
R6	23803	14278	12267	5019
R7	23669	14910	12828	5032
R8	23301	13293	11322	4563
R9	23799	15032	12874	5048
